game,publisher,publisher2,genre,genre2,year,year2,esrb,esrb2,local_player,local_player2,online_player,online_player2,metacritic,exclusive,sales_na,sales_eu,sales_jp,sales_o,sales_total
Supercar Street Challenge,Activision,Activision,Racing,Racing,2001,2001,E,E,2,2,NA,NA,57,Yes,0.55,0.43,NA,0.14,1.12
SuperLite 2000 Puzzle: Nankuro,Success,Other,Puzzle,Other,2003,2003,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Superman: Shadow of Apokolips,Atari,Atari,ActionAdventure,ActionAdventure,2002,2002,E,E,1,1,NA,NA,64,No,0.21,0.16,NA,0.05,0.42
Surfing H3O,Take-Two Interactive,Take-Two Interactive,Sports,Sports,2000,2001,E,E,2,2,NA,NA,46,Yes,0.12,0.1,NA,0.03,0.25
Surf's Up,Ubisoft,Ubisoft,Sports,Sports,2007,2007,E,E,2,2,NA,NA,60,No,0.14,0.11,NA,0.04,0.29
Suzuki TT Superbikes,Jester Interactive,Other,Racing,Racing,2005,2005,E,E,2,2,NA,NA,NA,Yes,0.33,0.01,NA,0.05,0.4
Suzumiya Haruhi no Tomadoi,Banpresto,Banpresto,JAdventure,JAdventure,2008,2008,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.13,NA,0.13
Suzunone Seven: Rebirth Knot,Alchemist,Other,JAdventure,JAdventure,2010,2009,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.02,NA,0.02
SWAT: Global Strike Team,Vivendi Games,Vivendi Games,Shooter,Shooter,2003,2003,M,M,4,4,NA,NA,69,No,0.16,0.12,NA,0.04,0.32
Sweet Honey Coming,Kadokawa Shoten,Other,JAdventure,JAdventure,2009,2009,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.01,NA,0.01
Swing Away Golf,Electronic Arts,Electronic Arts,Sports,Sports,2000,2001,E,E,4,4,NA,NA,78,Yes,0.17,0.13,0.18,0.04,0.52
Sword of the Samurai,Ubisoft,Ubisoft,Fighting,Fighting,2003,2003,NA,NA,2,2,NA,NA,NA,Yes,NA,NA,0.17,NA,0.17
Syphon Filter: Dark Mirror,Sony Computer Entertainment,Sony Computer Entertainment,Shooter,Shooter,2007,2007,T,T,1,1,8,8,70,Yes,0.14,0.11,NA,0.04,0.28
Syphon Filter: Logan's Shadow,Sony Computer Entertainment,Sony Computer Entertainment,Shooter,Shooter,2010,2009,T,T,1,1,8,8,NA,Yes,0.03,0.02,NA,0.01,0.06
Syphon Filter: The Omega Strain,Sony Computer Entertainment,Sony Computer Entertainment,Shooter,Shooter,2004,2004,M,M,1,1,4,4,65,Yes,0.37,0.29,NA,0.1,0.76
Taiko Drum Master,Namco Bandai Games,Namco Bandai Games,Music,Music,2004,2004,E,E,2,2,NA,NA,77,Yes,0.1,0.08,NA,0.03,0.2
Taiko no Tatsujin: Appare Sandaime,Namco Bandai Games,Namco Bandai Games,Party,Other,2003,2003,E,E,2,2,NA,NA,NA,Yes,NA,NA,0.49,NA,0.49
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,Namco Bandai Games,Namco Bandai Games,Party,Other,2003,2003,E,E,2,2,NA,NA,NA,Yes,NA,NA,0.44,NA,0.44
Taiko no Tatsujin: Go! Go! Godaime,Namco Bandai Games,Namco Bandai Games,Party,Other,2004,2004,E,E,2,2,NA,NA,NA,Yes,NA,NA,0.2,NA,0.2
Taiko no Tatsujin: Tatakon de Dodon ga Don,Namco Bandai Games,Namco Bandai Games,Party,Other,2002,2002,E,E,2,2,NA,NA,NA,Yes,NA,NA,0.76,NA,0.76
Taiko no Tatsujin: Waku Waku Anime Matsuri,Namco Bandai Games,Namco Bandai Games,Party,Other,2003,2003,E,E,2,2,NA,NA,NA,Yes,NA,NA,0.2,NA,0.2
Taito Legends,Empire Interactive,Empire Interactive,Collection,Other,2005,2005,T,T,4,4,NA,NA,68,No,0.06,0.04,NA,0.01,0.11
Taito Legends 2,Empire Interactive,Empire Interactive,Collection,Other,2006,2006,T,T,2,2,NA,NA,67,Yes,0.01,0.01,NA,NA,0.02
Tak 2: The Staff of Dreams,THQ,THQ,Platformer,Platformer,2004,2004,E,E,2,2,NA,NA,71,No,0.3,0.24,NA,0.08,0.62
Tak and the Guardians of Gross,THQ,THQ,ActionAdventure,ActionAdventure,2008,2008,E10,E,2,2,NA,NA,NA,No,0.14,0.11,NA,0.04,0.28
Tak and the Power of Juju,THQ,THQ,Platformer,Platformer,2003,2003,E,E,2,2,NA,NA,68,No,0.56,0.44,NA,0.15,1.15
Tales of Destiny,Namco Bandai Games,Namco Bandai Games,RPG,RPG,2006,2006,T,T,4,4,NA,NA,NA,Yes,NA,NA,0.52,NA,0.52
Tales of Destiny 2,Namco Bandai Games,Namco Bandai Games,RPG,RPG,2002,2002,T,T,4,4,NA,NA,NA,Yes,NA,NA,0.8,NA,0.8
Tales of Fandom Vol.2,Namco Bandai Games,Namco Bandai Games,RPG,RPG,2007,2007,T,T,1,1,NA,NA,NA,Yes,NA,NA,0.08,NA,0.08
Tales of Legendia,Namco Bandai Games,Namco Bandai Games,RPG,RPG,2005,2005,T,T,1,1,NA,NA,72,Yes,0.07,0.05,0.35,0.02,0.49
Tales of Rebirth,Namco Bandai Games,Namco Bandai Games,RPG,RPG,2004,2004,T,T,1,1,NA,NA,NA,Yes,NA,NA,0.59,NA,0.59
Tales of the Abyss,Namco Bandai Games,Namco Bandai Games,RPG,RPG,2005,2005,T,T,4,4,NA,NA,78,Yes,NA,NA,0.57,NA,0.57
Taz Wanted,Atari,Atari,Platformer,Platformer,2002,2002,E,E,2,2,NA,NA,65,No,0.08,0.06,NA,0.02,0.16
Technic Beat,Arika,Other,Misc,Misc,2002,2002,E,E,2,2,NA,NA,67,Yes,0.01,0.01,NA,NA,0.02
Teen Titans,THQ,THQ,ActionAdventure,ActionAdventure,2006,2006,E10,E,4,4,NA,NA,56,No,0.12,0.1,NA,0.03,0.25
Teenage Mutant Ninja Turtles,Konami Digital Entertainment,Konami Digital Entertainment,Platformer,Platformer,2003,2003,E,E,2,2,NA,NA,59,No,0.45,0.35,NA,0.12,0.92
Teenage Mutant Ninja Turtles 2: Battle Nexus,Konami Digital Entertainment,Konami Digital Entertainment,ActionAdventure,ActionAdventure,2004,2004,T,T,4,4,NA,NA,47,No,0.22,0.17,NA,0.06,0.44
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Konami Digital Entertainment,Konami Digital Entertainment,ActionAdventure,ActionAdventure,2005,2005,E10,E,4,4,NA,NA,53,No,0.1,0.08,NA,0.03,0.2
Teenage Mutant Ninja Turtles: Smash-Up,Ubisoft,Ubisoft,Fighting,Fighting,2009,2009,E10,E,4,4,NA,NA,NA,Yes,0.11,0.08,NA,0.03,0.21
Tekken 4,Namco Bandai Games,Namco Bandai Games,Fighting,Fighting,2002,2002,T,T,2,2,NA,NA,79,Yes,1.55,1.27,0.33,0.29,3.44
Tekken 5,Namco Bandai Games,Namco Bandai Games,Fighting,Fighting,2005,2005,T,T,2,2,NA,NA,88,Yes,0.93,1.94,0.31,0.7,3.87
Tekken Tag Tournament,Namco Bandai Games,Namco Bandai Games,Fighting,Fighting,2000,2001,T,T,4,4,NA,NA,85,Yes,1.68,1.51,0.51,0.35,4.05
Tenchu: Fatal Shadows,Sega,Sega,ActionAdventure,ActionAdventure,2004,2004,M,M,1,1,NA,NA,58,Yes,0.09,0.07,NA,0.02,0.19
Tenchu: Wrath of Heaven,Activision,Activision,ActionAdventure,ActionAdventure,2003,2003,M,M,2,2,NA,NA,79,Yes,0.44,0.34,0.25,0.11,1.14
Tenka-bito,Sega,Sega,Strategy,Strategy,2006,2006,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.03,NA,0.03
Tennis no Oji-Sama: Card Hunter,Konami Digital Entertainment,Konami Digital Entertainment,Strategy,Strategy,2007,2007,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.02,NA,0.02
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,Konami Digital Entertainment,Konami Digital Entertainment,JAdventure,JAdventure,2006,2006,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.04,NA,0.04
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2007,2007,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.04,NA,0.04
Tenshou Gakuen Gekkouroku,Asmik Ace Entertainment,Other,JAdventure,JAdventure,2006,2006,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.04,NA,0.04
Terminator 3: Rise of the Machines,Atari,Atari,ActionAdventure,ActionAdventure,2003,2003,T,T,1,1,NA,NA,38,No,0.28,0.22,NA,0.07,0.58
Terminator 3: The Redemption,Atari,Atari,Shooter,Shooter,2004,2004,T,T,2,2,NA,NA,68,No,0.08,0.06,NA,0.02,0.17
Test Drive,Atari,Atari,Racing,Racing,2002,2002,T,T,2,2,NA,NA,73,No,0.95,0.21,0.01,0.18,1.34
Test Drive: Eve of Destruction,Atari,Atari,Racing,Racing,2004,2004,T,T,4,4,NA,NA,73,No,0.11,0.09,NA,0.03,0.23
Tetris Worlds,THQ,THQ,Puzzle,Other,2002,2002,E,E,4,4,NA,NA,44,No,1.11,0.71,NA,0.27,2.08
The Adventures of Cookie & Cream,Empire Interactive,Empire Interactive,Puzzle,Other,2000,2001,E,E,4,4,NA,NA,78,Yes,0.09,0.07,NA,0.02,0.18
The Adventures of Darwin,Essential Games,Other,Strategy,Strategy,2006,2006,E10,E,1,1,NA,NA,53,Yes,0.01,NA,0.03,NA,0.04
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,THQ,THQ,ActionAdventure,ActionAdventure,2004,2004,E,E,1,1,NA,NA,65,No,0.24,0.19,NA,0.06,0.5
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,THQ,THQ,ActionAdventure,ActionAdventure,2003,2003,E,E,1,1,NA,NA,NA,No,0.21,0.16,NA,0.05,0.42
The Ant Bully,Midway Games,Midway Games,Platformer,Platformer,2006,2006,E10,E,1,1,NA,NA,52,No,0.05,0.04,NA,0.01,0.1
The Bard's Tale,Ubisoft,Ubisoft,RPG,RPG,2004,2004,T,T,1,1,NA,NA,76,No,0.1,0.08,NA,0.03,0.21
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,Banpresto,Banpresto,Fighting,Fighting,2007,2007,NA,NA,2,2,NA,NA,NA,Yes,NA,NA,0.03,NA,0.03
The Bible Game,Crave Entertainment,Other,Party,Other,2005,2005,E,E,4,4,NA,NA,NA,No,0.1,0.08,NA,0.03,0.2
The BIGS,Take-Two Interactive,Take-Two Interactive,Sports,Sports,2007,2007,E,E,4,4,4,4,71,Yes,0.25,0.19,NA,0.06,0.51
The BIGS 2,Take-Two Interactive,Take-Two Interactive,Sports,Sports,2009,2009,E10,E,4,4,4,4,NA,Yes,0.1,0.08,NA,0.03,0.2
The Bouncer,Sony Computer Entertainment,Sony Computer Entertainment,ActionAdventure,ActionAdventure,2000,2001,T,T,4,4,NA,NA,66,Yes,0.3,0.23,0.38,0.08,0.99
The Chronicles of Narnia: Prince Caspian,Disney Interactive Studios,Disney Interactive Studios,ActionAdventure,ActionAdventure,2008,2008,T,T,2,2,NA,NA,67,Yes,0.2,0.15,NA,0.05,0.4
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Disney Interactive Studios,Disney Interactive Studios,ActionAdventure,ActionAdventure,2005,2005,T,T,2,2,NA,NA,68,No,0.36,0.01,NA,0.06,0.43
The Conveni 4,Hamster Corporation,Hamster Corporation,Simulation,Simulation,2006,2006,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.02,NA,0.02
The Da Vinci Code,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,2006,2006,T,T,1,1,NA,NA,54,No,0.07,0.05,NA,0.02,0.14
The Document of Metal Gear Solid 2,Konami Digital Entertainment,Konami Digital Entertainment,Misc,Misc,2002,2002,M,M,1,1,NA,NA,NA,Yes,0.03,0.02,NA,0.01,0.06
The Dog Island,Ubisoft,Ubisoft,ActionAdventure,ActionAdventure,2007,2007,E,E,1,1,NA,NA,NA,Yes,0.13,0.1,NA,0.03,0.27
The Dukes of Hazzard: Return of the General Lee,Ubisoft,Ubisoft,Racing,Racing,2004,2004,E,E,2,2,NA,NA,52,No,0.11,0.08,NA,0.03,0.21
The Fairly Odd Parents: Breakin Da Rules,THQ,THQ,Platformer,Platformer,2003,2003,E,E,1,1,NA,NA,60,No,0.33,0.25,NA,0.09,0.67
The Fairly Odd Parents: Shadow Showdown,THQ,THQ,Platformer,Platformer,2004,2004,E,E,2,2,NA,NA,61,Yes,0.17,0.13,NA,0.04,0.35
The Fast and the Furious,Namco Bandai Games,Namco Bandai Games,Racing,Racing,2006,2006,T,T,2,2,4,4,59,Yes,0.03,0.02,NA,0.01,0.06
The Getaway,Sony Computer Entertainment,Sony Computer Entertainment,ActionAdventure,ActionAdventure,2002,2002,M,M,1,1,NA,NA,72,Yes,1.23,1.77,0.05,0.49,3.54
The Getaway: Black Monday,Sony Computer Entertainment,Sony Computer Entertainment,ActionAdventure,ActionAdventure,2004,2004,M,M,1,1,NA,NA,57,Yes,0.39,1.01,0.02,0.36,1.78
The Godfather,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,2006,2006,M,M,1,1,NA,NA,75,No,0.89,0.03,0.01,0.15,1.09
The Golden Compass,Sega,Sega,ActionAdventure,ActionAdventure,2007,2007,E10,E,1,1,NA,NA,46,Yes,0.13,NA,NA,0.39,0.52
The Great Escape,SCi,Other,ActionAdventure,ActionAdventure,2003,2003,T,T,1,1,NA,NA,57,No,0.1,0.07,NA,0.02,0.2
The Guy Game,Gathering of Developers,Other,Party,Other,2004,2004,M,M,4,4,NA,NA,48,No,0.07,0.05,NA,0.02,0.13
The History Channel: Civil War - A Nation Divided,Activision,Activision,Shooter,Shooter,2006,2006,T,T,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
The Hobbit,Vivendi Games,Vivendi Games,Platformer,Platformer,2003,2003,E,E,1,1,NA,NA,59,No,0.26,0.2,NA,0.07,0.54
The Hustle: Detroit Streets,Activision,Activision,Sports,Sports,2006,2006,T,T,2,2,2,2,46,No,0.02,0.02,NA,0.01,0.04
The Incredible Hulk,Sega,Sega,ActionAdventure,ActionAdventure,2008,2008,T,T,1,1,NA,NA,50,Yes,0.32,0.01,NA,0.05,0.38
The Incredible Hulk: Ultimate Destruction,Vivendi Games,Vivendi Games,ActionAdventure,ActionAdventure,2005,2005,T,T,1,1,NA,NA,83,No,0.26,0.2,NA,0.07,0.54
The Incredibles,THQ,THQ,ActionAdventure,ActionAdventure,2004,2004,T,T,1,1,NA,NA,62,No,0.96,1.08,0.04,0.3,2.37
The Incredibles: Rise of the Underminer,THQ,THQ,Platformer,Platformer,2005,2005,E10,E,2,2,NA,NA,60,No,0.18,0.14,NA,0.05,0.36
The Italian Job,Eidos Interactive,Eidos Interactive,Racing,Racing,2003,2003,T,T,2,2,NA,NA,55,No,0.11,0.09,NA,0.03,0.23
The King of Fighters 02/03,SNK,Other,Fighting,Fighting,2005,2005,T,T,2,2,NA,NA,73,No,0.03,0.03,NA,0.01,0.07
The King of Fighters 2000,Playmore,Other,Fighting,Fighting,2002,2002,T,T,2,2,NA,NA,NA,Yes,NA,NA,0.04,NA,0.04
The King of Fighters 2000/2001,Ignition Entertainment,Ignition Entertainment,Fighting,Fighting,2003,2003,T,T,2,2,NA,NA,71,Yes,0.05,0.04,NA,0.01,0.11
The King of Fighters 2002: Unlimited Match,SNK Playmore,Other Other,Fighting,Fighting,2009,2009,T,T,2,2,NA,NA,NA,Yes,NA,NA,0.04,NA,0.04
The King of Fighters 2006,Ignition Entertainment,Ignition Entertainment,Fighting,Fighting,2006,2006,T,T,2,2,NA,NA,66,Yes,0.01,0.01,0.05,NA,0.08
The King of Fighters '98 Ultimate Match,Ignition Entertainment,Ignition Entertainment,Fighting,Fighting,2008,2008,T,T,2,2,NA,NA,73,Yes,0.04,0.03,0.03,0.01,0.12
The King of Fighters Collection: The Orochi Saga,Ignition Entertainment,Ignition Entertainment,Fighting,Fighting,2006,2006,T,T,2,2,NA,NA,67,Yes,0.1,0.08,0.02,0.03,0.22
The King of Fighters NeoWave,Ignition Entertainment,Ignition Entertainment,Fighting,Fighting,2005,2005,T,T,2,2,NA,NA,NA,No,NA,NA,NA,NA,NA
The King of Fighters NESTS Collection,SNK Playmore,Other Other,Fighting,Fighting,2007,2007,T,T,2,2,NA,NA,NA,Yes,NA,NA,0.01,NA,0.01
The King of Fighters XI,Ignition Entertainment,Ignition Entertainment,Fighting,Fighting,2006,2006,T,T,2,2,NA,NA,75,Yes,0.07,0.06,0.04,0.02,0.19
The King of Route 66,Sega,Sega,Racing,Racing,2003,2003,T,T,2,2,NA,NA,57,Yes,0.03,0.02,NA,0.01,0.06
The Legend of Alon D'ar,Ubisoft,Ubisoft,RPG,RPG,2001,2001,T,T,2,2,NA,NA,43,Yes,0.04,0.03,NA,0.01,0.08
The Legend of Spyro: A New Beginning,Vivendi Games,Vivendi Games,Platformer,Platformer,2006,2006,E10,E,1,1,NA,NA,64,No,NA,NA,NA,NA,NA
The Legend of Spyro: Dawn of the Dragon,Vivendi Games,Vivendi Games,Platformer,Platformer,2008,2008,E10,E,2,2,NA,NA,NA,Yes,0.12,0.01,NA,0.27,0.4
The Legend of Spyro: The Eternal Night,Vivendi Games,Vivendi Games,Platformer,Platformer,2007,2007,E10,E,1,1,NA,NA,54,Yes,0.21,0.16,NA,0.05,0.42
The Lord of the Rings: Aragorn's Quest,Warner Bros. Interactive Entertainment,Other,ActionAdventure,ActionAdventure,2010,2009,E10,E,1,1,NA,NA,NA,No,0.03,0.02,NA,0.01,0.06
The Lord of the Rings: The Fellowship of the Ring,Black Label Games,Other,ActionAdventure,ActionAdventure,2002,2002,T,T,1,1,NA,NA,59,No,0.59,0.46,NA,0.15,1.2
The Lord of the Rings: The Return of the King,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,2003,2003,T,T,2,2,NA,NA,85,No,1.5,1.28,0.05,0.46,3.28
The Lord of the Rings: The Third Age,Electronic Arts,Electronic Arts,RPG,RPG,2004,2004,T,T,2,2,NA,NA,73,No,0.49,0.02,NA,0.08,0.58
The Lord of the Rings: The Two Towers,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,2002,2002,T,T,1,1,NA,NA,82,No,1.94,1.95,0.08,0.7,4.67
The Mark Of Kri,Sony Computer Entertainment,Sony Computer Entertainment,ActionAdventure,ActionAdventure,2002,2002,M,M,1,1,NA,NA,80,Yes,0.22,0.18,NA,0.06,0.46
The Matrix: Path of Neo,Atari,Atari,ActionAdventure,ActionAdventure,2005,2005,T,T,1,1,NA,NA,69,No,0.41,0.01,NA,0.07,0.49
The Mummy Returns,Universal Interactive,Other,ActionAdventure,ActionAdventure,2001,2001,T,T,1,1,NA,NA,44,Yes,0.25,0.19,NA,0.06,0.5
The Mummy: Tomb of the Dragon Emperor,Vivendi Games,Vivendi Games,ActionAdventure,ActionAdventure,2008,2008,T,T,1,1,NA,NA,38,Yes,0.12,0.1,NA,0.03,0.25
The Naked Brothers Band: The Video Game,THQ,THQ,Music,Music,2008,2008,E,E,2,2,NA,NA,NA,Yes,0.08,0.06,NA,0.02,0.17
The Nightmare of Druaga: Fushigino Dungeon,Arika,Other,RPG,RPG,2004,2004,E,E,1,1,NA,NA,57,Yes,0.03,0.02,NA,0.01,0.05
The Operative: No One Lives Forever,Electronic Arts,Electronic Arts,Shooter,Shooter,2002,2002,T,T,1,1,NA,NA,67,Yes,0.07,0.05,NA,0.02,0.14
The Polar Express,THQ,THQ,ActionAdventure,ActionAdventure,2004,2004,E,E,1,1,NA,NA,39,No,0.11,0.09,NA,0.03,0.23
The Powerpuff Girls: Relish Rampage,BAM! Entertainment,Other,ActionAdventure,ActionAdventure,2002,2002,E,E,1,1,NA,NA,46,No,0.22,0.17,NA,0.06,0.45
The Punisher,THQ,THQ,ActionAdventure,ActionAdventure,2005,2005,M,M,1,1,NA,NA,68,No,0.25,0.2,NA,0.07,0.52
The Scorpion King: Rise of the Akkadian,Universal Interactive,Other,ActionAdventure,ActionAdventure,2002,2002,T,T,1,1,NA,NA,47,No,0.11,0.09,NA,0.03,0.23
The Secret Saturdays: Beasts of the 5th Sun,D3Publisher,D3Publisher,ActionAdventure,ActionAdventure,2009,2009,E10,E,1,1,NA,NA,NA,Yes,0.05,0.02,NA,0.08,0.15
The Simpsons Game,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,2007,2007,M,M,1,1,NA,NA,36,Yes,0.35,0.03,NA,1.13,1.51
The Simpsons Skateboarding,Electronic Arts,Electronic Arts,Sports,Sports,2002,2002,T,T,2,2,NA,NA,38,Yes,0.36,0.9,NA,0.27,1.52
The Simpsons: Hit & Run,Vivendi Games,Vivendi Games,Racing,Racing,2003,2003,T,T,4,4,NA,NA,78,No,1.73,2.19,NA,0.79,4.7
The Simpsons: Road Rage,Electronic Arts,Electronic Arts,Racing,Racing,2001,2001,T,T,2,2,NA,NA,64,No,2.02,1.17,NA,0.42,3.61
The Sims,Electronic Arts,Electronic Arts,Simulation,Simulation,2003,2003,T,T,2,2,NA,NA,83,No,1.41,1.12,NA,0.24,2.77
The Sims 2,Electronic Arts,Electronic Arts,Simulation,Simulation,2005,2005,T,T,2,2,NA,NA,75,No,0.67,0.03,NA,0.11,0.81
The Sims 2: Castaway,Electronic Arts,Electronic Arts,Simulation,Simulation,2007,2007,T,T,1,1,NA,NA,71,Yes,0.3,0.01,NA,0.05,0.37
The Sims 2: Pets,Electronic Arts,Electronic Arts,Simulation,Simulation,2006,2006,T,T,2,2,NA,NA,68,No,0.02,0.01,NA,0.27,0.3
The Sims: Bustin' Out,Electronic Arts,Electronic Arts,Simulation,Simulation,2003,2003,T,T,2,2,NA,NA,81,No,1.07,1.19,NA,0.18,2.43
The SpongeBob SquarePants Movie,THQ,THQ,Platformer,Platformer,2004,2004,E,E,1,1,NA,NA,75,No,1.06,0.54,NA,0.16,1.76
The Suffering,Midway Games,Midway Games,ActionAdventure,ActionAdventure,2004,2004,M,M,1,1,NA,NA,77,No,0.2,0.16,NA,0.05,0.42
The Suffering: Ties That Bind,Midway Games,Midway Games,ActionAdventure,ActionAdventure,2005,2005,M,M,1,1,NA,NA,75,No,0.09,0.07,NA,0.02,0.17
The Tale of Despereaux,Brash Entertainment,Other,Platformer,Platformer,2008,2008,E10,E,1,1,NA,NA,NA,Yes,0.17,0.13,NA,0.04,0.35
The Terminator: Dawn of Fate,Atari,Atari,ActionAdventure,ActionAdventure,2002,2002,T,T,1,1,NA,NA,58,No,0.2,0.16,NA,0.05,0.41
The Thing,Vivendi Games,Vivendi Games,ActionAdventure,ActionAdventure,2002,2002,M,M,1,1,NA,NA,78,Yes,0.22,0.17,NA,0.06,0.44
The Urbz: Sims in the City,Electronic Arts,Electronic Arts,Simulation,Simulation,2004,2004,T,T,2,2,NA,NA,70,No,0.52,0.95,NA,0.29,1.76
The Warriors,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,2005,2005,M,M,2,2,NA,NA,84,No,0.44,0.02,NA,0.07,0.53
The X Files: Resist or Serve,Vivendi Games,Vivendi Games,ActionAdventure,ActionAdventure,2004,2004,M,M,1,1,NA,NA,67,Yes,0.06,0.05,NA,0.02,0.12
Theme Park Roller Coaster,Electronic Arts,Electronic Arts,Strategy,Strategy,2000,2001,E,E,1,1,NA,NA,82,Yes,0.23,0.18,NA,0.06,0.48
Thrillville,Atari,Atari,Strategy,Strategy,2006,2006,E10,E,4,4,NA,NA,69,No,0.55,0.02,NA,0.09,0.66
Thrillville: Off the Rails,LucasArts,LucasArts,Strategy,Strategy,2007,2007,E10,E,4,4,NA,NA,70,Yes,0.2,0.16,NA,0.05,0.42
Thunder Force VI,Sega,Sega,Shooter,Shooter,2008,2008,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.02,NA,0.02
Thunderstrike: Operation Phoenix,Eidos Interactive,Eidos Interactive,Simulation,Simulation,2001,2001,T,T,1,1,NA,NA,65,Yes,0.17,0.13,NA,0.04,0.34
Tiger Woods PGA Tour 06,Electronic Arts,Electronic Arts,Sports,Sports,2005,2005,E,E,4,4,4,4,83,No,0.74,0.03,NA,0.12,0.89
Tiger Woods PGA Tour 07,Electronic Arts,Electronic Arts,Sports,Sports,2006,2006,E,E,4,4,4,4,79,No,0.6,0.02,NA,0.1,0.72
Tiger Woods PGA Tour 08,Electronic Arts,Electronic Arts,Sports,Sports,2007,2007,E,E,4,4,4,4,65,Yes,0.19,0.15,NA,0.05,0.39
Tiger Woods PGA Tour 09,Electronic Arts,Electronic Arts,Sports,Sports,2008,2008,E,E,4,4,4,4,NA,Yes,0.16,NA,NA,0.21,0.37
Tiger Woods PGA Tour 10,Electronic Arts,Electronic Arts,Sports,Sports,2009,2009,E,E,4,4,4,4,NA,Yes,0.12,0.01,NA,0.13,0.26
Tiger Woods PGA Tour 2001,Electronic Arts,Electronic Arts,Sports,Sports,2001,2001,E,E,4,4,4,4,74,Yes,0.36,0.28,NA,0.09,0.74
Tiger Woods PGA Tour 2002,Electronic Arts,Electronic Arts,Sports,Sports,2002,2002,E,E,4,4,4,4,80,Yes,0.44,0.35,NA,0.12,0.9
Tiger Woods PGA Tour 2003,Electronic Arts,Electronic Arts,Sports,Sports,2002,2002,E,E,4,4,NA,NA,88,No,0.8,0.63,NA,0.21,1.64
Tiger Woods PGA Tour 2004,Electronic Arts,Electronic Arts,Sports,Sports,2003,2003,E,E,4,4,4,4,89,No,1.18,0.34,NA,0.1,1.63
Tiger Woods PGA Tour 2005,Electronic Arts,Electronic Arts,Sports,Sports,2004,2004,E,E,4,4,4,4,89,No,1.03,0.32,NA,0.09,1.44
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Disney Interactive Studios,Disney Interactive Studios,ActionAdventure,ActionAdventure,2004,2004,E10,E,1,1,NA,NA,65,No,0.17,0.13,NA,0.04,0.34
Time Crisis 3,Namco Bandai Games,Namco Bandai Games,Shooter,Shooter,2003,2003,T,T,2,2,NA,NA,81,Yes,0.3,0.23,NA,0.08,0.61
Time Crisis II,Namco Bandai Games,Namco Bandai Games,Shooter,Shooter,2001,2001,T,T,2,2,NA,NA,81,Yes,0.26,0.2,NA,0.07,0.53
Time Crisis: Crisis Zone,Namco Bandai Games,Namco Bandai Games,Shooter,Shooter,2004,2004,T,T,1,1,NA,NA,66,Yes,0.11,0.09,NA,0.03,0.22
TimeSplitters,Eidos Interactive,Eidos Interactive,Shooter,Shooter,2000,2001,T,T,4,4,NA,NA,81,Yes,0.21,0.17,NA,0.06,0.43
TimeSplitters 2,Eidos Interactive,Eidos Interactive,Shooter,Shooter,2002,2002,T,T,4,4,NA,NA,90,No,0.34,0.27,NA,0.09,0.7
TimeSplitters: Future Perfect,Electronic Arts,Electronic Arts,Shooter,Shooter,2005,2005,M,M,4,4,8,8,84,No,0.12,0.09,NA,0.03,0.24
Tir Na Nog Yuukyuu no Jin,System Soft,Other,RPG,RPG,2009,2009,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
TNA iMPACT!,Midway Games,Midway Games,Fighting,Fighting,2008,2008,T,T,2,2,NA,NA,58,Yes,0.1,NA,NA,0.12,0.22
TOCA Race Driver 2: Ultimate Racing Simulator,Codemasters,Codemasters,Racing,Racing,2004,2004,T,T,2,2,8,8,83,No,0.03,0.02,NA,0.01,0.06
